Tweet,Message/tweets,Match,Polarity
1738,Almost 23 of Cdns say fed govt should treat media bankruptcies as emergency Majority of Cdns think govt should pr ,emergency,Negative
1739, FacingCanada New on the Facing Canada Blog A Digital Literacy Workshop Using PhoneMe The Social Media Platform For Spoken Poetry b,,Neutral
1740, bjaycat1985 As COVID19 depletes stockpiles 3M reaches deal to supply Canada with face masks despite US restrictions ,,Neutral
1741,Victoria turns to herding dogs to keep Canada geese out of city parks ,,Neutral
1742, LindaMcQuaig So saddened by the death of my wonderful friend amp mentor Mel Watkins His epic work on Canada as a branchplant economy i,"wonderful,work,death",Positive
1743,JustinTrudeau Sending love to Canada from North Carolina US,love,Positive
1744, HistoricaCanada This Thursday marks the anniversary of the Battle of Vimy Ridge Help students understand Canadas most celebrated mil,celebrated,Positive
1745,thepointwithlx American is too proud to work with China during this pandemic They will continue to criticize an ,"proud,work,criticize",Positive
1746,Liffinho00 o trem do Canad ,,Neutral
1747,Canada and its provinces have had some terrible governments However nothing matches the soulless evil and complet ,"evil,terrible",Negative
1748, CanadaUN As the devastating impact of COVID19 is felt around the   is more convinced than ever of the critical role of the multil,"critical,devastating",Negative
1749, cbcnewsbc Health officials are urging British Columbians to stick with physical distancing measures as the evidence mounts suggesting,,Neutral
1750,iheartcanada JustinTrudeau Of course he wont,,Neutral
1751, SaubleBeach presscoreca 25BILLION billmorneau On your watch billy boy Wheres the moneyMaybe realDonaldTrump DevinNun,,Neutral
1752, soIoucity Canada goose have the biggest balls on the planet,,Neutral
1753, JeffreyLuscombe Extra ventilators arrive in Ontario hospital ICUs to aid COVID19 patients  CBC News ,,Neutral
1754,DonMartinCTV davidfrum Don you are as guilty as anyone for the sick and dead in canada You are to report the tr ,"dead,guilty,sick",Negative
1755,Not sure if this is just a US holiday but Im 110 in favour of a little cultural appropriation and celebrating ,favour,Positive
1756,EWdeVlieger owillis realDonaldTrump Dumbest shit ever Ban flights from China and oh yeah they pay a 200 dollar ,shit,Negative
1757, maibortpetit Que la oposicin no crea que EE UU va a solucionar sus problemas ,,Neutral
1758,Stoners cheered when Canada legalised cannabis How did it go so wrong  by mrmichaelpower,wrong,Negative
1759,CHAUVE ME  KingDSuroHblackmenwithbeard blackman blackbeauties bombfr canada france switzerland ,,Neutral
1760,Vraiment jaimerai habiter au canada,,Neutral
1761,Quebec has more COVID19 cases than all of Canada put togetherWhat could it beMaybe just maybeits the tho ,,Neutral
1762, cybera Were starting a COVID19 hackathon this Friday with ABInnovates to look at ways to flatten the curve and map the economic,,Neutral
1763,A Quebec Man Was Arrested For Coughing On A Restaurant Card Machine,,Neutral
1764,collegemenfess Canada plzz,,Neutral
1765, thisispatel globalnews You guys should ask him why service Canada hasnt processed EI application from early March Why are they proc,,Neutral
1766, TomCoopster Excellent piece in todays TorontoStar w floydmarinescu evelynforget amp Hugh Segal on why Canada needs a BasicIncome n,,Neutral
1767, Fairbnbcanada Ontario joins Quebec in restricting shortterm rentals during coronavirus pandemic  The Globe and MailAirbnb COVID1,,Neutral
1768,Al da de ayer Panam lleva 2386 pruebas de COVID por milln de habitantes de los ms altos del continente solo ,,Neutral
1769,As Canada continues to respond to the COVID19 pandemic new programs and support measures are being announced dail ,support,Positive
1770, ArthurWeint Lojas de maconha em British Columbia no Canad esto abertas Explicao consideradas um servio essencial Outras lojas,,Neutral
1771,patterson087 Canada is not in Europe What is wrong with you guys,wrong,Negative
1772,AnnieClaireBO AdamScotti More countries are banning 5G Should CanadaWould it be a consideration to allow fore ,,Neutral
1773, CBCNL How may I help you  from 6 feet away What its like working at a grocery store during a pandemic ,like,Positive
1774, ccamman Unexpected effect of grounding most flights Significantly reduced data available for weather tracking and forecasting Wonde,available,Positive
1775, RKInsight Allocation in Billion  to fight COVID19USA1Trillion 1000 BGermany 600BU K 398BSpain 220BAustralia 56BFrance,,Neutral
1776, CanadianPM Whatever your situation the Government of Canada is working hard to get you the help you need  CO,hard,Negative
1777, roneisele 7 April 2015 RCAF Demonstration CF18 Hornet flies near CFB Bagotville Saguenay Quebec Canada ,,Neutral
1778,DianeCr19985962 RealJamesWoods Youre from Canada a country that only exists because you guys get to suck from t ,suck,Negative
1779, TrillaWooo semmali  synced the wHole Cali FL Carolinas n Canada pic 1  topthe neg grambacteria made of prime fibres  curl,,Neutral
1780,UhhhhMeow cause theyre asians lmao they were just born in canadausa,,Neutral
1781, NancyCrouse This is ridiculous doctors should know better that this malaria drug is NOT useful for fighting COVID19 What about pati,"better,useful,ridiculous",Positive
1782, marklipse NCT NCT127 Mark 200407      ,,Neutral
1783,711mandy 324cat ,,Neutral
1784,un con qui pensait samus sil a le corvid19 la peine de prison va tre a vie selon la loi ici au canada,prison,Negative
1785, InspectionCanFR Pendant la pandmie de COVID19 nos inspecteurs uvrent pour sassurer que tous nos aliments sont scuritaires Tant,,Neutral
1786,IrekK JustinTrudeau When will you stop the flow of healthcare workers across the border Every minute that this ,,Neutral
1787,eu sonhei que tava no canad de novo e agora to com tanta saudade que nem sei explicar,,Neutral
1788,Amanda St John amandastjohn  Made Myself A Name  kbradiothp kbindieradio   kbradioTop25,,Neutral
1789,oluwashina Insane football IQ A premierleague and ChampionsLeague champion Could have achieved even more witho ,champion,Positive
1790,Noix De Cajou SalesPlanters 200 g LIVRAISON GRATUITE partir de 35 dachat1  3 j ,,Neutral
1791,theRealRobRudd northernale1 SidSeixeiro Canada and their cities have led the way in cancelling eventstravelEv ,led,Positive
1792, GregMcLeanYYC Time to apply for CERB Applications staggered so system doesnt crash Get info amp apply ,crash,Negative
1793, ProudCa37627925 OttawaPolitico The only accountability I see in canada is RebelNewsOnline and TrueNorthCentre ,,Neutral
1794,cmclymer It depends on where you are In the US Dr is usually reserved for MDs so it could be very misleading ,misleading,Negative
1795,Pour les personnes handicapes au Canada trouver des informations fiables et accessibles sur COVID19 a t un df ,,Neutral
1796, OntFruitVeg Canada US farms face crop losses due to foreign worker delays By Rod Nickel and Christopher WalljasperReutersAg Yah,"delays,losses",Negative
1797,caredunton Great presentation and selection of gifs See some parallels to my research on Canada and global development goals as well,well,Positive
1798,robrousseau realDonaldTrump Stick the Canada Piss Boy,,Neutral
1799,LunaEmilia86 Los weones callampa all en Chile ac en Canad llevamos un mes con cuarentena total y cierre del co ,,Neutral
1800, TheAgenda What is Canada doing to protect its prison population from COVID19  with KPateontheHill ISGSenat,"protect,prison",Neutral
1801, quakes99 Suspension of all uranium mining in Canada amp Namibia has already idled 234 of global production 324M lbs U3O8 amp to,,Neutral
1802,AlexisCossetteSi vous avez un VPN vous serez capable de voir ce documentaire au Canada car You Tube le bloque ,capable,Positive
1803,Bentley is determined to find meat for his family Kim and Pierre settheir sights on beaver an essential source o ,,Neutral
1804, palevell BretSears SChungforCanada Not many government workers have had to go on Trudeaus Canada Emergency Response Benefit CERB,,Neutral
1805, itsjeyeff PLS  CANADA  GOTorontobasedGOT7 ltDYEgtminialbum preorderinfo  form CLOSES 0417 at,,Neutral
1806,The Coronavirus 5G Connection and Coverup  ,,Neutral
1807, IraqLiveUpdate NOW check Italy  Spain  amp France  and even see Canada  Then check the US of A A for Astonishingly STUPID,,Neutral
1808, HassCho Bald eagles in Nova Scotia Canada ,,Neutral
1809,Disney Release Schedule Sunday March 29 2020 US amp Canada ,,Neutral
1810,Welcoming the 90000 employees of WalmartCanada Canada who have joined the EQCare community Partnered along s ,,Neutral
1811,BillMorneau If you were not intending to deliver a package to support the industry that carried Canada for years ,support,Positive
1812, talyarkoni i was already thinking of moving back to Canada after this pandemic thing is over but now im thinking why wait ,,Neutral
1813, andraydomise Really beginning to stress me out no such disaggregated data is available in Canada we are on a path towards covering up,"available,stress",Neutral
1814,Siempre tuve ganas de irme de intercambio a Canad pero pobreza jajaja upsi,,Neutral
1815, dean66dk ITrustTrudeau O Canada Justin Trudeau is the strength Canada needs right now at home and on the world stage,right,Positive
1816, redtvo En la luna acontecen sucesos muy extraos cmo este captado por un aficionado desde Canada el 26032020 Ufos Ufo Moon O,,Neutral
1817,DenbesteMegan Turkey Vulture cool They usually come back to Canada around this time of year have yet to see one ,cool,Positive
1818, PaperMissiles This is now the second or third time I have seen this theory ie that if Trump submitted to one of the Depositaries Ca,,Neutral
1819,I was taken to Kitikmeot Heritage Society in Canada by TheSecretDoor  Where will it take you when you step throug ,,Neutral
1820,JaumeLlop 324cat Explica aixo va,,Neutral
1821,Trudeau to give an update in a couple minutes on Canadas efforts to secure ventilators in the battle against ,secure,Positive
1822,mycitymynews pringers jvferg72 CBCNews I agree that the best HealthCare with minimal cost to Govt comes fro ,best,Positive
1823, KidsHelpPhone The silver lining  and there are silver linings everywhere  is that someone was on the other side of that phone call,,Neutral
1824,Okotoks Alberta teen 3D prints dozens of face shields for healthcare workers amid COVID19 outbreak  CBC News ,outbreak,Negative
1825,Unless its on the  website Im not listening to anyone ,,Neutral
1826, Airchecker Canada waives 30M in licence fees for broadcasters amid COVID19 pandemic ,,Neutral
1827,DugganC ThomasW86935397 JcqMit politicaltheat1 HopeAldridge Thomas must think the PM sat around all day and ig ,,Neutral
1828,Le nombre denfants ports disparus chaque anne Australie  25000Brsil  ,,Neutral
1829, AShieldsDevoir Chaque anne la pollution atmosphrique tue plus de 7 millions de personnes dans le monde daprs lOMS Au Canada,,Neutral
1830, WakeUpCanada1 ,,Neutral
1831,Albertas 53 Billion Backing of Keystone XL Signals Vulnerability of Canadian Oil ,,Neutral
1832, magdiel80970068 CarlosS82074261 PoliciaColombia Saben X qu esto es comn en este pas y con las autoridades por qu la justic,,Neutral
1833,does anyone know if packages from the US are still being delivered to canada,,Neutral
1834, Steverukavina They do not know if their father will come back Security guards family struggles after hitandrun,struggles,Negative
1835, SLAZONE lynda3035 sadino22 130629130629 StefanSubotic91 90ktt PenelopeRuzy Verywimp djmycofyth EehHorn toshiharu2099 maru,,Neutral
1836, AccessibleGC To get through this together we must all stay apart PhysicalDistancing saves lives  do your part StayHomeSaveLives,,Neutral
1837,jefflemire is one of Canadas most acclaimed amp prolific comic creators and his works solo amp with artistic collab ,"acclaimed,prolific,works",Positive
1838, philippedemo Des PME comme les restaurants themartello et NiqueHamilton offrent des solutions aux dlais de livraison dmesurs des,,Neutral
